Ürün Grup ID,Varyant ID,İsim,Açıklama,Satış Fiyatı,İndirimli Fiyatı,Alış Fiyatı,Barkod Listesi,SKU,Silindi mi?,Marka,Kategoriler,Etiketler,Resim URL,Metadata Başlık,Metadata Açıklama,Slug,Stok:Ana Depo,Tip,Varyant Tip 1,Varyant Değer 1,Varyant Tip 2,Varyant Değer 2,Desi,HS Kod,Birim Ürün Miktarı,Ürün Birimi,Satılan Ürün Miktarı,Satılan Ürün Birimi,Google Ürün Kategorisi,Tedarikçi,Stoğu Tükenince Satmaya Devam Et,Satış Kanalı:dev-glindent,Sepet Başına Minimum Alma Adeti:dev-glindent,Sepet Başına Maksimum Alma Adeti:dev-glindent,Varyant Aktiflik
,,G-Ceram Blocks Zirconia Discs - 18mm - Pre-Shaded (ST),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) options with various thicknesses.
Perfect for crowns, bridges, and other dental prosthetics.",,,,GCZD-18-PR,GCZD-18-PR,false,G-Ceram,Labside > CAD/CAM Materials,"zirconia,cad-cam,dental,disc",,G-Ceram Blocks Zirconia Discs - 18mm - Pre-Shaded (ST),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) opti",gczd-18-pr,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Blocks Zirconia Discs - 18mm - Multilayer (SHT),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) options with various thicknesses.
Perfect for crowns, bridges, and other dental prosthetics.",,,,GCZD-18-MU,GCZD-18-MU,false,G-Ceram,Labside > CAD/CAM Materials,"zirconia,cad-cam,dental,disc",,G-Ceram Blocks Zirconia Discs - 18mm - Multilayer (SHT),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) opti",gczd-18-mu,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Blocks Zirconia Discs - 20mm - White (HT),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) options with various thicknesses.
Perfect for crowns, bridges, and other dental prosthetics.",,,,GCZD-20-WH,GCZD-20-WH,false,G-Ceram,Labside > CAD/CAM Materials,"zirconia,cad-cam,dental,disc",,G-Ceram Blocks Zirconia Discs - 20mm - White (HT),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) opti",gczd-20-wh,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Blocks Zirconia Discs - 20mm - Pre-Shaded (ST),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) options with various thicknesses.
Perfect for crowns, bridges, and other dental prosthetics.",,,,GCZD-20-PR,GCZD-20-PR,false,G-Ceram,Labside > CAD/CAM Materials,"zirconia,cad-cam,dental,disc",,G-Ceram Blocks Zirconia Discs - 20mm - Pre-Shaded (ST),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) opti",gczd-20-pr,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Blocks Zirconia Discs - 20mm - Multilayer (SHT),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) options with various thicknesses.
Perfect for crowns, bridges, and other dental prosthetics.",,,,GCZD-20-MU,GCZD-20-MU,false,G-Ceram,Labside > CAD/CAM Materials,"zirconia,cad-cam,dental,disc",,G-Ceram Blocks Zirconia Discs - 20mm - Multilayer (SHT),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) opti",gczd-20-mu,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Blocks Zirconia Discs - 22mm - White (HT),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) options with various thicknesses.
Perfect for crowns, bridges, and other dental prosthetics.",,,,GCZD-22-WH,GCZD-22-WH,false,G-Ceram,Labside > CAD/CAM Materials,"zirconia,cad-cam,dental,disc",,G-Ceram Blocks Zirconia Discs - 22mm - White (HT),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) opti",gczd-22-wh,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Blocks Zirconia Discs - 22mm - Pre-Shaded (ST),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) options with various thicknesses.
Perfect for crowns, bridges, and other dental prosthetics.",,,,GCZD-22-PR,GCZD-22-PR,false,G-Ceram,Labside > CAD/CAM Materials,"zirconia,cad-cam,dental,disc",,G-Ceram Blocks Zirconia Discs - 22mm - Pre-Shaded (ST),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) opti",gczd-22-pr,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Blocks Zirconia Discs - 22mm - Multilayer (SHT),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) options with various thicknesses.
Perfect for crowns, bridges, and other dental prosthetics.",,,,GCZD-22-MU,GCZD-22-MU,false,G-Ceram,Labside > CAD/CAM Materials,"zirconia,cad-cam,dental,disc",,G-Ceram Blocks Zirconia Discs - 22mm - Multilayer (SHT),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) opti",gczd-22-mu,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Blocks Zirconia Discs - 25mm - White (HT),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) options with various thicknesses.
Perfect for crowns, bridges, and other dental prosthetics.",,,,GCZD-25-WH,GCZD-25-WH,false,G-Ceram,Labside > CAD/CAM Materials,"zirconia,cad-cam,dental,disc",,G-Ceram Blocks Zirconia Discs - 25mm - White (HT),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) opti",gczd-25-wh,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Blocks Zirconia Discs - 25mm - Pre-Shaded (ST),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) options with various thicknesses.
Perfect for crowns, bridges, and other dental prosthetics.",,,,GCZD-25-PR,GCZD-25-PR,false,G-Ceram,Labside > CAD/CAM Materials,"zirconia,cad-cam,dental,disc",,G-Ceram Blocks Zirconia Discs - 25mm - Pre-Shaded (ST),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) opti",gczd-25-pr,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Blocks Zirconia Discs - 25mm - Multilayer (SHT),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) options with various thicknesses.
Perfect for crowns, bridges, and other dental prosthetics.",,,,GCZD-25-MU,GCZD-25-MU,false,G-Ceram,Labside > CAD/CAM Materials,"zirconia,cad-cam,dental,disc",,G-Ceram Blocks Zirconia Discs - 25mm - Multilayer (SHT),"G-Ceram Zirconia Discs are premium quality zirconia blanks for CAD/CAM dental restorations. 
Available in White (HT), Pre-Shaded (ST), and Multilayer (SHT) opti",gczd-25-mu,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - A1,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,,GB8A1,GB8A1,false,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - A1,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-cer",gb8a1,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - A2,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,,GB8A2,GB8A2,false,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - A2,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-cer",gb8a2,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - A3,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,,GB8A3,GB8A3,false,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - A3,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-cer",gb8a3,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,"G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - A3,5","G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,,"GB8A3,5","GB8A3,5",false,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",,"G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - A3,5","G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-cer","gb8a3,5",100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - A4,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,,GB8A4,GB8A4,false,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - A4,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-cer",gb8a4,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - B0,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,,GB8B0,GB8B0,false,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - B0,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-cer",gb8b0,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - B1,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,,GB8B1,GB8B1,false,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - B1,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-cer",gb8b1,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - B4,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,,GB8B4,GB8B4,false,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - B4,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-cer",gb8b4,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - C1,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,,GB8C1,GB8C1,false,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - C1,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-cer",gb8c1,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - C2,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,,GB8C2,GB8C2,false,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",,G-Ceram Glass Ceramic Block - 8 x 8 x 15mm - C2,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-cer",gb8c2,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Glass Ceramic Block - 8 x 10 x 15mm - A1,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,,GB10A1,GB10A1,false,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",,G-Ceram Glass Ceramic Block - 8 x 10 x 15mm - A1,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-cer",gb10a1,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Glass Ceramic Block - 8 x 10 x 15mm - A2,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,,GB10A2,GB10A2,false,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",,G-Ceram Glass Ceramic Block - 8 x 10 x 15mm - A2,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-cer",gb10a2,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram Glass Ceramic Block - 8 x 10 x 15mm - A3,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-ceramics are formed as a result of a controlled crystallization in the glass phase as a result of various thermal processes.
Compatible with universal and specific holder systems. Available in A1, A2, A3, A3.5, A4, B0, B1, B4, C1, C2 shades.",,,,GB10A3,GB10A3,false,G-Ceram,Labside > CAD/CAM Materials,"glass-ceramic,cad-cam,dental,block,feldspar",,G-Ceram Glass Ceramic Block - 8 x 10 x 15mm - A3,"G-Ceram Block are feldspathic monochromatic glass ceramic blanks used to produce inlays, onlays, crown and veneers with CAD/CAM systems.
G-Ceram Block Glass-cer",gb10a3,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
